"msno","payment_plan_days","amt_per_day","plan_list_price","actual_amount_paid","discount","sum_auto_renew","sum_cancel","member_duration"
"b9vREA3eGLzxQwfaXX2jiVBY7CYLTbemf6Q7B/pHcEU=",30,3.3,99,99,0,1,0,31
"ba6GaUDpJttVovGQv0wEpNlhoV3fTphKSu61ubhLnZk=",30,3.3,99,99,0,1,0,31
"BB3PIFHAj3Ckz1RpVDzfjccUABIXyrA7xK5JkTMuVjg=",30,4.96666666666667,149,149,0,1,0,32
"BbCM/Ns6OREMrS5w9ERVQZ+lB2JgzjbIx0Q/8Bza0ak=",30,3.3,99,99,0,1,0,31
"bbem0XmqJ6ebgg7wKq6DM4Md4DERYzek/X38fH13A9I=",30,4.96666666666667,149,149,0,0,0,30
"BBvPimg0jQ6olAIJkefuYye6nA0tXubpEUttyxGzc0w=",30,4.96666666666667,149,149,0,1,0,31
"BBVWDlLH4veoaA/BMnUItCvqnR6gtqSlEBwuywGzaXk=",30,3.3,99,99,0,1,0,31
"BC7+UQeTBYhKtm8nmJWjM+E5qnisLMynm+o0e/lVSPg=",30,4.96666666666667,149,149,0,2,0,54.5
"bcaA5WmYF8ddLEB6InyK0/3PneFrQrBx/aYEWMoh2uo=",30,4.96666666666667,149,149,0,1,0,30
"bCDZVFaJNUlo1rZsFHNJI3DuF0xUQpbT/BnrnYRyueg=",30,4.96666666666667,149,149,0,3,0,90
"BcOpZR/Teg/Q9DcOuSdfwaM50dn82O363td+Om/7JnE=",30,4.96666666666667,149,149,0,1,0,30
"BcxM9QCS4+bkMqNHvlCwT6Q91D1lDSaIp7CVoliYbJc=",30,4.96666666666667,149,149,0,1,0,30
"BcXWLGEr+2erUliFhWklbuRZ6IQk6Lpk/owXiiMq/Dc=",30,4.96666666666667,149,149,0,2,0,60.5
"BD14seB/kvCySGelO+dchrsjyqRtVQ7O0wTCNOwaRH8=",30,3.3,99,99,0,1,0,31
"bdJDAUWQuB+m4pPIasszSBYmEaFffn1tqH/c6aNy82c=",30,6,180,180,0,1,0,30
"BdPQ+oyh3OUrmaLL476UHtFInoAonATepYBWHzQ36hY=",30,4.96666666666667,149,149,0,2,0,49.5
"BdVArkieQLeH7z+Qcqnn/KPLmEfjReyr4s+tbjtbI/A=",30,3.3,99,99,0,1,0,31
"BdXKDJIJaXsiwBYYilHhtKSdDsACmf/URfjMq8Br60k=",30,6,180,180,0,1,0,30
"bDz9xXQ/MYaLYtYo+pC4hOqLuU/lXrj92eeXkAxKXn8=",30,4.96666666666667,149,149,0,0,0,30
"Bebw7T+pc6fuv/5FONMmtrMKmIo29k8AeSsE9xmSixg=",30,3.3,99,99,0,1,0,31
"begdVhkGBS5nKHOHlsAMPv4IyzIvWe/gmLPv4zyBHqo=",30,3.3,99,99,0,1,0,31
"Ben3kHydAe3QdgTgZtJ+XhZGlU4KidzLgScWgQQl84Q=",30,6,180,180,0,1,0,31
"BEpoxHDXkxvQACdl+mAe1gxCFnhzUBj2A0qWrPo3AIo=",30,4.96666666666667,149,149,0,1,0,30
"BesgBLz7qg7vxi8DJNkeUm8I7WWc6T10H1H/q9abUuo=",30,4.96666666666667,149,149,0,1,0,30
"Bf3NyRNfnV6P1N9M1a6P5TYnM3QLCOHn5eBsdRAhbSs=",30,4.96666666666667,149,149,0,2,0,54.5
"bFjHjmkDAYZU0KPsGxUUrB6v7EdpZLEQjRriZnHmFdg=",30,3.3,99,99,0,1,0,31
"BFMD2jm3Pim3Gi4yZYAabU2fgNxHB7cO5TgVW1p0MAg=",30,6,180,180,0,1,0,30
"bg3O7N2eiZg/mHHHEnZjT31F/Z+9lVQuVpEZRmkxpUk=",30,4.96666666666667,149,149,0,1,0,30
"bGKQtso02EB/1wMmUyeGKEtDWoRrknfxSk4rbObQq50=",30,4.96666666666667,149,149,0,1,0,30
"BGPZ4vuK/tBcSWHgrIi3Xx50P7XcpQRoC/WPztycg+4=",30,4.96666666666667,149,149,0,2,0,32.5
"BGsZ8amPJ8M6067oIoQfWPoEE7h9Or8myehNnQ0+qbI=",30,4.96666666666667,149,149,0,1,0,30
"bgtptb6x32kzRiWTvEUkCew2afomXfmZov9EefjjMC4=",30,3.3,99,99,0,1,0,31
"BGvaFXmwP35BvvSIBv17dfoukusdjCSeR08+iB9HasY=",30,4.96666666666667,149,149,0,2,0,49.5
"bh1jdmHNh/eW5FhY8eAwgLaHn3M7d1kxl8o9zKKirHU=",30,3.3,99,99,0,1,0,31
"Bh5yZeRYvQ1EidM7JTRH+Gdy9KK38xHQT52FrQ4jhlI=",30,3.3,99,99,0,1,0,31
"BhNy+yIIO8+uO87Wu2vgzh+7Cx9aJ7tx8SUO1Fg/z4Y=",30,3.3,99,99,0,1,0,31
"biAXHom0/Lw5M6MgJqI+S+7/TTkW8IgJNgMzmjkLJeU=",30,6,180,180,0,2,1,20
"bIbmvjkm7IqfVpNZ4w+u/5fkiQsjLgn7L13EDG+OpIg=",30,4.96666666666667,149,149,0,1,0,31
"BiE1w2/6G66bv1DSWR5yIkhOMjSTORMUikrUVmqjnk4=",30,3.3,99,99,0,1,0,31
"bIJy4D9WroIl8YVOiif76L40R0Mivwkzp2Myo18mvGI=",30,3.3,99,99,0,1,0,31
"BiRpChZG2ABx5+/bJ0FIC6j7mdB/7ekg6uJQPJHqWVs=",30,4.96666666666667,149,149,0,2,0,45.5
"BiscLF5XZfa30/RPHL3j+erZiwVHVYUNyOtSFWhTIjw=",30,6,180,180,0,0,0,30
"BiTL5HEhkWZDQPiOrP8CKDR1Q5bbCxFMYbTtKP9FG2k=",30,4.96666666666667,149,149,0,1,0,30
"biufeCVCHuV4tzn1eTMa42viaA5oyuBTA7wd/fyMLBU=",30,4.96666666666667,149,149,0,1,0,33
"BjSaztzFmMPsgGzXbMYyt/jqBvV/KJUArcyndoEtvSo=",30,3.3,99,99,0,1,0,31
"BjWvtiXmA2XFzSCxtv+Yc5SpTfj0x42suwAEcQcEe/s=",30,3.33333333333333,100,100,0,1,0,31
"BkOBEAtm00sohbql4AjS8e5X34+q050i4bt5qI1+PxY=",30,4.96666666666667,149,149,0,1,0,31
"bkw19IZQPkodjIG8nsPZr7q101asF9ClSxu5Olf5TLs=",30,4.96666666666667,149,149,0,2,1,34.5
"bL58qmUyaa6fGOXxDYGmRc//40d3JlZpnXOnQqWN8dg=",30,4.96666666666667,149,149,0,1,0,30
"BLaTLheBg+vxo8+Zrvef9n5RD6VeHruN9qwVRLnDpw8=",30,4.96666666666667,149,149,0,1,0,30
"bLb5BvCeqZH6QjGntbedam8Wy8/XbOMZxEWnO0fvwis=",30,3.3,99,99,0,1,0,31
"BLjcUHOTOho6+lrefhuHLs9gGu7RIe8jOXr85Rg7Wgc=",30,4.96666666666667,149,149,0,2,0,54.5
"BLtsnzOTnXdOKBiIMGIrxoYkw2ysvxf+X6A5WznVVjk=",30,6,180,180,0,1,0,30
"BluLc0TPnbVn1CSa0nOeN3xaPHzwl1VpFJaG/axo1Os=",30,6,180,180,0,0,0,30
"bM4dsvH5shLugNb/ogBYdTNZTc/i84q10OkHY4PdI6g=",30,6,180,180,0,0,0,31
"bm5FUF24cfnhApLjDZ79CNaW24WF1hoNrY3Duuflvxk=",30,3.3,99,99,0,1,0,31
"bmeqNtTyhBjj6dO7VBu2Rg/0eeV5JQEuY1R0safoXDU=",30,3.33333333333333,100,100,0,1,0,31
"bmlS48mTY91PXnagB2sTD1vVIq3+issdJsM0PqdsPZY=",30,6,180,180,0,0,0,30
"BmlWPrJRL4uZ6H2Ju8Q3mxOn4Zov+snJKulfVIrWQAU=",30,4.3,129,129,0,1,0,31
"Bmrx7OMERUcCiwrhtHrwb8djF96Gfn2WkRWFmKUlEjw=",30,4.96666666666667,149,149,0,2,0,38.5
"bmVIHDzLXfwKEcpIEKvMUtiEwKv/iDBwoU17hHNcEgY=",30,4.96666666666667,149,149,0,1,0,30
"BMwegDr16wPMjmVV7NDof5w68m426Po8MPuKSMcGJpY=",30,4.96666666666667,149,149,0,1,0,31
"bMzehv0meaFJdNMi3ztjSKdRq1lcvqGyhIXVJnesDDE=",30,3.3,99,99,0,1,0,32
"bn0abLtDxMyMDnHjFrbRrZ3wnWVLzQNkRizjVOqtVjE=",30,6,180,180,0,0,0,32
"BnniaANmyKYJ1W9ippRmRAloRLQ66bodfqsLoF0PnXQ=",30,3.3,99,99,0,1,0,31
"bnS2QiTP7MkAMuvT4Ish2blGEycj3puaf0Q5910cF58=",30,4.5962962962963,137.888888888889,137.888888888889,0,9,0,573
"BNVih5N0xzPrXoESkHJIzq9SFhCJwxkrOjNFlylAS+A=",30,4.96666666666667,149,149,0,1,0,31
"boCmPbSM7/jQ0nsU1bJlO4iH3aTIZP6DYgArgOmN14c=",30,4.96666666666667,149,149,0,1,0,31
"BOhkJSzQQv+QBMpKO1U5NHJIjBS+P4QufCgmOGmcQ2Y=",30,4.96666666666667,149,149,0,1,0,30
"BOkHXvQJAiX2zM8kfycR4HHsm4so9pUmchcZO8SRPAk=",30,3.3,99,99,0,1,0,31
"BOtmBnIe2gQ27xe6sZNVvUx1o/9Vtg/VUhpuqDiuZvE=",30,4.96666666666667,149,149,0,2,0,32.5
"BoZezb+Qta1HHt9urU+erKI9NpUXCUFAM6TaGY0Prps=",30,4.96666666666667,149,149,0,1,0,31
"BozXqBnxSrw+fw1kYDmZRFKzV61b45rwE3RVb8kXoSM=",30,3.3,99,99,0,1,0,31
"bP+gC3sEpUWjQevxNNa5OvDeek2abpDD2Qpo4eTZt6g=",30,3.3,99,99,0,1,0,31
"bPAQlXmn6ZhCxsW++m05CdPnafHFFViM055U1yBUfCo=",30,4.96666666666667,149,149,0,0,0,30
"BPD0SZFZX4yS/klYr0o2Qu+4O0YN1TpTgTejRLZ1ohY=",30,4.96666666666667,149,149,0,1,0,30
"BpKFZolIaHOapQ3zHZc6Pvfh+nfDHnlsGAkXhvaWmaQ=",90,3.31111111111111,298,298,0,0,0,98
"bppBGZbqLgRcGmNiU7K2QuLDQ9Mb2kN8Pjrcl9t/cW0=",30,4.96666666666667,149,149,0,1,0,30
"BqB1FBwBhZFIpFyrqfQfmoQD+XVnJPtqF+WLYjMn3tE=",30,4.96666666666667,149,149,0,2,0,54.5
"BQHnt9UrSi5Cq7QH7mUgsgB+I+UjeqGT9KfsPJOO3Kg=",30,4.96666666666667,149,149,0,2,0,46.5
"bQkRIPC1FgS0ZFxZwneVpsfzkcG64R429L+9LqwY8V8=",30,6,180,180,0,1,0,37
"BQqaT7vRVpMWQ2KloB9ZQgEwUWL1pHBujtlHVi+dUw8=",30,6,180,180,0,1,0,31
"Br66GswoPffb+nazUYBC4g3vaYsPEqZ1t291Vq9BpQk=",30,6,180,180,0,1,0,30
"br7/ge2QM5GFyIrFzCm4CiIiONRi9yD9JzTmuCBOB9E=",30,4.3,129,129,0,1,0,32
"BR7lcSiHGE//yRA4tBSOHFSDOzPvkojAw19KSLy2r9k=",30,3.3,99,99,0,1,0,31
"BrEePJWjvMCuZkU6t33ePuhFWS83ZhDEB++htZqV6yM=",30,4.96666666666667,149,149,0,1,0,30
"BrIn4MG2EoHAg/kd0kuP8Garpi1g0484FyFTcH12wx0=",30,3.3,99,99,0,1,0,31
"brlDVXwNhR2oDheNEEaJ0hjjcfQyt/7vx2LtprRfnYs=",30,4.96666666666667,149,149,0,1,0,31
"BrQt7ykh25tT7DB3MZWiBsOSBuF+NMHwb9Q97ZFedlE=",30,4.96666666666667,149,149,0,2,1,32.5
"BsHxubXQwS7R+NmHTsgKzEM/BV4NQF7U3onVVFUuJGE=",30,6,180,180,0,1,0,30
"BSm3I0U1H3md+ATC8bYZKO2KPuoPq3icd5g5WtrW1JI=",30,6,180,180,0,1,0,31
"BSO9/2+clJuCVE9ZNgG3COpkWmpqftGCEqxIW3L3DrI=",30,3.33333333333333,100,100,0,1,0,31
"BsVIJQsv13VHaWX5JE02tnMOIKziW1Rnfmfv0ybL1Ak=",30,4.96666666666667,149,149,0,1,0,34
"Bsx5SahHM1M69k6otecyHXxtcMKNe2L71hMLUa4EsHM=",30,3.3,99,99,0,1,0,31
"bSxHS9dDJT/aDrRnSeXty797AQabJ1KL3dVt0qigTbk=",30,3.3,99,99,0,1,0,31
"BsZs/1Vx/72RCzBCRz0dJxE1J6AARY6814lGeBNAtCM=",30,3.3,99,99,0,1,0,31
"bt+qAQkymYCQY/ZI8SfFgYJFZSTI3otY3S9hXxLeq/E=",30,3.3,99,99,0,1,0,31
"bTfYUfsaQBG6qOWFtCI4LTP2oDcc3mEV0XTlTNA/eZk=",30,3.3,99,99,0,1,0,30
"BtHWJ443Fa49meuz1llKEqVjUQe4e9frVZNq5UxGl8Y=",30,6,180,180,0,1,0,30
"btKShxz04ztqMuPyFJtSjhy9ULtebIMP314MncR05XM=",30,4.96666666666667,149,149,0,1,0,31
"Btl1qZNm+Scb4Eoj7jUC/AlwRkKL0c37ZYUlL0scN0s=",30,4.96666666666667,149,149,0,2,0,49.5
"btxZHRD6K8Liq0tzxDF0nQ5bd1e3JyqgqIjN7jSFNNg=",30,4.96666666666667,149,149,0,1,0,31
"Bu0WiiR8LC+ChoPzvS6lZ2fJUXq9LICySuRk/sD9a9Y=",30,4.96666666666667,149,149,0,1,0,30
"Bu5zC5YUpdTpqek4EWBtkDqMWqm1W80NUu8Ku8VWxe4=",30,3.3,99,99,0,1,0,31
"BudzbpYZLh/no70W0mRiABUc95jDPMnIP2Q0uhujKEc=",30,3.3,99,99,0,1,0,31
"bUh3L8hJFJ50NoW9VE0HSv8qpt3SiJALy2GxXrvW6UI=",30,4.96666666666667,149,149,0,1,0,31
"bUiL/9ToDDGh5+lj2NC4HZpVWM6xF0Xgg6qGXndBqes=",30,4.96666666666667,149,149,0,2,1,15
"BUktfzXK054VfcRj6Y1C8ZYKgqPdFZavmElBTmHWYVI=",30,4.96666666666667,149,149,0,1,0,31
"BUMUs/W1O3sMrpky3CSHk/Pr4bnlHulh2Sfs8d3VZtE=",30,3.3,99,99,0,1,0,31
"bV/6DjOLN1OJD6ndKhhNNMOFUiO+ub5z7/oHqCg3yIc=",30,3.3,99,99,0,1,0,31
"BVLOfKsu/kNxVhCeKixbp3wTnKrSZJEud7wrnrl4Otg=",30,4.96666666666667,149,149,0,1,0,30
"bvOi51t8wN+WgETrYGbl/2HC1rVhSkmlh4kD8Hgvtxk=",30,3.3,99,99,0,1,0,30
"bVpDCnyiizZ5PmpC+0UDpoD3hwYJoUskksezu9/Id6Q=",30,4.96666666666667,149,149,0,2,0,44.5
"bw1V04amxLgUgWSiTRLGsZJ1n26ukNty92DhxTJ/riA=",30,3.3,99,99,0,1,0,31
"bwdfnffmMa6Y7avmQh0tDaYd4p9DZ8h/J3r4IcgwYPc=",30,5,150,150,0,0,0,30
"bWeYx+8MEgPU3DlCrXuVvF8JgR+PAmkz6RDTxt1X3c8=",30,3.3,99,99,0,1,0,31
"BWPjUPCQ5cX4Jvaf4HB2SaqrQUncOCfmV7OmHAj93Cw=",30,6,180,180,0,1,0,30
"BWRp6X6NpCrHUjdNnf8cOAAij7Lmb28ajg0Ed3yrD3E=",30,3.3,99,99,0,1,0,30
"BX9WOctBGd1LaSlqs5TA1Qvaq91ScG64/l7sowS8sek=",30,3.3,99,99,0,1,0,31
"BXcA15iE4EufpIyf2zrKgmuGTaYm/zdQeVzLFDoOQqg=",100,4.8,480,480,0,0,0,100
"bxCb+hagGGL01sWbYYxM48LJ4tmikQgwSokVnEvhCUU=",30,3.3,99,99,0,1,0,31
"bXHYDcla7V58LTJvm7MUkHhR6zI4NwSmSGD4c+xr+rI=",30,4.96666666666667,149,149,0,1,0,31
"BXmFQTWosr3yPQ3XjjncVSRFYu46ClGLptbBsXl+xu0=",30,4.96666666666667,149,149,0,1,0,32
"bxNE63hoSyFPqfiEau0itWVzHT8oikAk99HpONVeCbw=",30,4.96666666666667,149,149,0,1,0,30
"BxOH/4M0Aqhe8PeoO+ITm+wT4Xr0cvn32Bi62BS1HJM=",30,3.33333333333333,100,100,0,1,0,31
"bXvm7MGhAku6G+SlbA6Rgz5V7q0sogz2+Pq534x34Ss=",30,4.96666666666667,149,149,0,0,0,30
"Bxwxe5mIrOjVVxJS7yhlRP12AT3NW2gwmnarLP40FAE=",30,3.3,99,99,0,1,0,31
"BxZoLidGnlSPGC2fuqsRyWekpSYXNtB9BmavzknJa9A=",30,4.96666666666667,149,149,0,1,0,30
"By5rgX2T0mhbfz1iuwyh4eUgBTMmMfhuEWb5JQVS5Ow=",30,4.3,129,129,0,1,0,31
"ByBAEDVruRMqBeKwzS7cfuqj8xzBeFz1JHN78s5cTIk=",30,4.96666666666667,149,149,0,0,0,30
"BYM1uYAIhxe0Lcjd9rxNQiyDFvp6vFDYUYErEoMtDro=",30,3.3,99,99,0,1,0,32
"BZ9Q28M9tJ4nHUYoDX1fMtxoi+7uZwK83tYXnOe2MBE=",30,3.3,99,99,0,1,0,31
"bZAm70/2h0eN7M4a0BBIHzVMzPO16WKHtF/cT5EQi4Y=",30,4.96666666666667,149,149,0,1,0,31
"bZrTQms5Qz6z7QErzr1xbl0RhiMadQXJyANNj0L3u0M=",300,4.16666666666667,1200,1200,0,0,0,305.5
"Bzs+edS/ezqVjDdOeOT9aEh7zzdn2uGUWRArAVGWkyc=",30,3.3,99,99,0,1,0,31
"bZU/7sv4yNiaGmRf4C8/qW1cfw6Eo1Q9iPCB198P/a8=",30,4.96666666666667,149,149,0,1,0,30
"C/ehaqhN+LV50XNMoQvUmEKXc3lwZdNCmFVkYcVL8Oc=",30,3.33333333333333,100,100,0,0,0,30
"C/qmDZmvRspPHdbV39fvBNOpZAbq2L6NaZWiEiDjaIk=",30,4.96666666666667,149,149,0,1,0,31
"C/wNFqXDp3iHSNYq96qmexKY2mgBzYwz2gSa17fvpSo=",30,3.3,99,99,0,1,0,31
"c/zKEQCDmQEYhCM/aeRHBeqIiITc52YGYVBS9vbZKKw=",30,3.3,99,99,0,1,0,31
"C+3ft8YRnAAb+RkPeWSkLr6GxSfpFW3fhRPSwsJesfY=",30,3.3,99,99,0,1,0,31
"C+l7dJnYwTVJ1pH9ZE4JPyP8V0nvnLFiuVJVXIYPlQQ=",30,4.96666666666667,149,149,0,2,0,57.5
"C+MrB6w4xegApg+wU5rbGuxe9h3hgteJKcVA0E/LH6A=",30,4.3,129,129,0,1,0,31
"C+t8nkvalfhznXytsP0pWXnrmqSGKBrrPcbUBSHSsJY=",30,3.3,99,99,0,1,0,31
"c0m5prISXDxLQtuTLp20cq98cQn41y7wF5P2pTVIanA=",30,6,180,180,0,1,0,31
"C0naXlK2uwuymebTE+SnYqnk9Cne9m17b0mFAadJn/U=",30,3.3,99,99,0,1,0,31
"c1fYlLe60aEaUcja6Put1ROCTagyUUe1vP3iMH1w2no=",30,3.3,99,99,0,1,0,32
"c2FuYjqvUFFFgWGPt7sZQDO43UUkK4MZCjUPxYN9QlQ=",30,4.96666666666667,149,149,0,2,0,34.5
"C3o1+7SpMUdhbX6igwW2B7+0k1h8tgsyrEjcBmlRDO4=",30,4.96666666666667,149,149,0,1,0,30
"c3q6e01cMSMA0LnJL2auV+ovpGg8AiDXwp0zwqVVGxQ=",30,6,180,180,0,1,0,30
"C41fVHyGPSgWr/mFtdq4Ac3tyuR8c9ULs5T8ve1PTFI=",30,4.96666666666667,149,149,0,1,0,31
"C4c6U7uLBdabXxLta7mx8z7ZNTIo+WKuX+TK/+0D9TU=",30,4.96666666666667,149,149,0,1,0,30
"C4JWO2d8cGUIyMiuk2LTHyG+XnCdZv2f18rubg/cSps=",30,4.96666666666667,149,149,0,1,0,36
"C4R7hkMUIIENn8H5q/7NpJZv4fHsrqoQG4TMLQM2+/o=",30,6,180,180,0,0,0,30
"C4ZGUqUNW6amouDF9kmy9OMu+T9Am5LJvJHDEUWG8TM=",30,4.96666666666667,149,149,0,1,0,33
"c56jf591TPioIZxiB0yt8tjORbI5St+Usl8HMPAXZp8=",30,3.3,99,99,0,1,0,32
"C5PjJrOTwjqis5tBmiZ9tm3JYYG/s5xMdJOPOFlZ2Gc=",30,4.96666666666667,149,149,0,1,0,30
"c60/Em25asTi9ZWF2tMSBOhRodMSl+pn98bwRY2S2+I=",30,3.3,99,99,0,1,0,32
"c6ghLTCDwgsJ2/LlFRARRyYD0Mp46A5eSJ9Eawrf6aU=",30,3.3,99,99,0,1,0,31
"c6V7FRT+FmKUbeXI2sCaxaCLJIcOW00q6f3O8EpB/pA=",30,4.96666666666667,149,149,0,1,0,31
"C7IgjlQsytH3RyF2AcuoZ9ig9YIiM/5Z2qH8rN78SSY=",30,4.96666666666667,149,149,0,1,0,30
"C81SCHbGJY/czSuKhnotUBsbBsemsfGbFdntZGBQyt0=",30,4.96666666666667,149,149,0,1,0,30
"C9fMvTvRkXta3ikp9YHIxD41PJ4SxJfnekBFLBDBsok=",30,6,180,180,0,1,0,30
"c9kqdhSwSyXh5EKLld9FTZnkKz+QJrnHcjSDG8PRcPg=",30,4.96666666666667,149,149,0,1,0,31
"ca5XF4zSsof710RsF/8uewkVALmVkKN8DoXpvMAM6HI=",30,6,180,180,0,2,0,32.5
"cA9ADoCSFORFImtaJZFUrA1SJTwKm9DWoYsA2ansnTI=",30,3.3,99,99,0,1,0,31
"caI+XNdOTSIWyfiq2P67i4L6rEpdqGyrEQTxaMkrh48=",30,3.3,99,99,0,1,0,31
"CAn4BWzicxX2oBoEYQ4i6ox4t0A9/9ZWQF38/X0dFyQ=",30,3.3,99,99,0,1,0,31
"CAPV919Cdb7U6J35vUsH8457Zw21+HzumET24OQguNQ=",30,3.3,99,99,0,2,0,61.5
"CB3rlGdPLVhsUph25uamphUeYqW0hDNpQgVHbkDoNm8=",30,4.96666666666667,149,149,0,1,0,30
"CbPW8P4N88itLwPARaWmdnPfxRBat8xPXHPLi38vl+U=",30,4.96666666666667,149,149,0,1,0,33
"cBrwyQLyrOOm+lIKXlHirLHXO0hQ/5b9IxMbKQZZ3Fo=",30,3.3,99,99,0,1,0,31
"ccwACpN4AFcqKRINN2bDYEagnHH1kuIkUaVLeuk6vp0=",30,4.3,129,129,0,1,0,37
"CcWQpJig9DL9FF9WLzhMBknlxp7kUM4afe/+4bsYjQ8=",30,4.96666666666667,149,149,0,2,0,35.5
"CD/5GK2CXGS70tQdYHPac/HE3GL2ha/VDFavWBjZl2g=",30,4.96666666666667,149,149,0,1,0,31
"CD+ItST2/4tO3ULtJiN8GV3Di7N4Ht5V3CzCe8U1gRE=",30,6,180,180,0,0,0,30
"CD+pEiTEs8wRlLN1j2DK+0TdqLc3LxKOzei9sFF6K4I=",30,6,180,180,0,1,0,30
"cdkXYOnPp9h1GUzdjvRJ2wrfAuc0jLaYJLD4OdbCr1I=",30,3.3,99,99,0,1,0,31
"CdmanqqONhCoYBj+FY5xmIKgPjJFiLM6pgI2DFZcnNU=",30,3.3,99,99,0,1,0,31
"cdrVGcaSDXAS7WwxYIlCQPm2zqVu3W4zwZe212xMT0o=",30,4.96666666666667,149,149,0,2,0,56.5
"CdSkesGHBUyXyLXgaI9mLYPeT5kGjVx7RLuGxHG4Bn4=",30,4.96666666666667,149,149,0,1,0,31
"Ce+PFBie9QrTReWBzJ2JSCjLTeb5Ly5DNMnEBfg6poU=",30,6,180,180,0,0,0,30
"ce10t58ANmyojwVaQPx6PX8We92MBl1pqRhgIPVYC8o=",30,3.3,99,99,0,1,0,31
"ce1VYw0AgZMCCqFgI5rCjQlPzhOwzfgQGyixvii/jPk=",30,3.3,99,99,0,1,0,31
"cegIQL7bk4St5oC4kRtI6XkTwAGK6KXqxB8wc7qAYiM=",30,3.3,99,99,0,1,0,31
"Cet0l44oGtESpYo8CnVLt6EUidAwELJ8wnTmJ+bsy7E=",30,3.3,99,99,0,1,0,31
"ceudx5LkU1qBxxT1gPGuNLTX+sxxFfTN0KaRyKc5lAQ=",30,6,180,180,0,1,0,30
"ceWiu34F2OW4+DpbnY1MShFeh/tBHtXLslvCLgauezo=",30,3.3,99,99,0,1,0,31
"Cf1duJ5+M17uOfuP25fMWBbN7wSPS3miXU37EK4pbRQ=",30,4.96666666666667,149,149,0,1,0,31
"cFctrCWKfaIfqh5HcpIWtZmZ0CkbS16Th5KsDwAdpCY=",30,4.96666666666667,149,149,0,1,0,31
"cftTkxWO/ra8ZA2CRtzoedDTrzif5ShB69NoRPTmCJI=",30,4.96666666666667,149,149,0,1,0,31
"cFuLrUs7Fs82I6ACt8htBbaZHT3/8WOk8y3cRgnFBSA=",30,3.3,99,99,0,1,0,31
"cG3Sdc7HvsBfZk5hpMuHfmQ5Y7Gj+mrLIVGuVETwm20=",30,3.3,99,99,0,2,1,15
"cgJs8FhUHMWIap2npftPGIiHX6kzuWuTnNDvSpQHdeg=",30,4.96666666666667,149,149,0,0,0,30
"CGKcqO+GLEdEutTNqNU2QDv26KwCEUhuCFPxRalWCPs=",30,3.3,99,99,0,1,0,31
"CGz6wENt1n49kuio7y3D5SMukuLBhFHsvKZ1DuJhE7k=",30,3.3,99,99,0,1,0,31
"chBt68BLiQdVVCm/nwKZwCZ5pe6A4nyMk36pTDL52KY=",30,4.96666666666667,149,149,0,1,0,30
"CHRGb2M/AUtCgpNVoX1nV6TIDAin0N+tF0ioFm6dN7M=",30,4.96666666666667,149,149,0,1,0,33
"CI1/4xaysOotxzo0QOY2lFUgP2ArjJvOgXT10+ck97Y=",30,4.96666666666667,149,149,0,1,1,23
"ciFEqDpSmVI007s4PKTQbXQgM9Tx2EnTXL6rYDs743o=",30,4.96666666666667,149,149,0,2,0,38.5
"cj1VsPJcv3Z9j3LSkUotho7C0x9YqqsS2jeWsSRgPPQ=",30,3.3,99,99,0,1,0,31
"CJ44fiwRL1+QQmqv9Oe5xwR2vkGGQ1Ab7zrMziPUU3I=",30,4.96666666666667,149,149,0,1,0,32
"cJgkNoKKP5JRYe8pYU8INyRwaJozSCYdWDOKRgghlLs=",30,6,180,180,0,0,0,31
"CJIAYDArC5bDlTgdQv4hX4a/Nm0EkvW1WytrFVbvYQ0=",30,4.96666666666667,149,149,0,1,0,31
"cJM9ByRvbV0hxcDcDwAV2h0hn16BuemjkHt0mDFUt4M=",30,4.96666666666667,149,149,0,1,0,31
"CJpvCuY02AZBZKw26LYE/Q9BtxQe62qKQtIAhIW6HC0=",30,6,180,180,0,1,0,30
"cjpzkT2QqDfpEa6bV8UWcNVryL1GSxue74IjcT2l9Iw=",30,4.96666666666667,149,149,0,1,0,36
"cKExLxznqBWmZnOpJrJ2Yexv1y9BO5YbXINQ+cMIzys=",30,6,180,180,0,1,0,31
"cKTOytMH8bsmhMYriA8TagzBI4HCq/6FYMSvB7PIiEs=",30,3.3,99,99,0,1,0,31
"CL5rkAAELQoYVcSR963+iEBNOGy98RNUiH0mbT95mao=",30,4.96666666666667,149,149,0,1,0,37
"clO3x5KUtnYWotj4+85Rpl0k9ALeioiInOlhgipqM68=",30,4.96666666666667,149,149,0,1,0,30
"cLPx38m6V9Ev6XAhkCTYyDh4etYTZ028zpTYHG4XBus=",30,4.96666666666667,149,149,0,1,0,32
"ClyH3Y2hKYHKQFL0+dlcLY5pM6CDtdIV7GPYiBueIgE=",30,4.96666666666667,149,149,0,1,0,37
"cM45Q247qClEr+goOlC4tEghVjeid5gOlqt+dFI8e4k=",30,4.96666666666667,149,149,0,1,0,30
"cmHnYU+en803AwRrGLp7tzf3X8P0ds5w5YxRXrFYBeo=",30,4.96666666666667,149,149,0,1,0,36
"cmPY42AbMHERiZvQKSwRKaX3kpwZjdOA7nl7NGL6MZc=",30,3.3,99,99,0,1,0,31
"cMVAFslTly+H7RbujqPjdMe1Chcwk+hKMg8GhJwjJOI=",30,4.96666666666667,149,149,0,1,0,30
